id,degree_all,eigen_all,close_all,between_all,cluster_all,component_all,component_size_all
1975-131,8,0.001970135141128663,2.9730051135687954e-5,611.8752725042212,1,1,8522
1975-132,21,0.015336571882769354,3.400666530640005e-5,8975.413414892902,1,1,8522
1975-133,16,0.011768437939995272,3.458771444382955e-5,4937.118893498586,1,1,8522
1975-134,44,0.07519965529266977,3.693171326217823e-5,17962.50151896803,29,1,8522
1975-135,29,0.07089170028109414,3.545219271811962e-5,8017.761603443384,5,1,8522
1975-136,20,0.025055261042664242,3.2469640885771804e-5,1055.7063632495274,5,1,8522
1975-137,6,0.003357347534207568,3.059881888559102e-5,374.10812850398725,29,1,8522
1975-138,10,0.019834776799659778,3.381577167590964e-5,1151.5816213620435,29,1,8522
1975-139,11,0.013918435775946158,2.9796489973481124e-5,134.44629855580334,60,1,8522
1975-140,32,0.08870289132510674,3.3524422541821715e-5,447.54070304729754,60,1,8522
1975-141,3,0.001574281001337788,2.856979601165648e-5,21.218017000080472,1,1,8522
1975-142,50,0.06452567437864036,3.6144142841652506e-5,21428.080383173507,15,1,8522
1975-143,65,0.14536941022773536,4.030145488252126e-5,46730.796125699555,1,1,8522
1975-144,13,0.025047233711547594,3.4894270360806756e-5,1156.3012747528144,49,1,8522
1975-145,29,0.10973743844140475,3.5472313859033024e-5,6378.036047264909,89,1,8522
1975-146,115,0.6340825459267726,3.9264959949740854e-5,46174.49209469384,29,1,8522
1975-147,41,0.05066461016412331,3.536443045584751e-5,9278.59489805939,5,1,8522
1975-148,4,0.0011638608465378412,2.9298877852978233e-5,100.58118513785455,1,1,8522
1975-149,54,0.03696469211300084,3.646175162254794e-5,35879.542049779084,36,1,8522
1975-150,83,0.2084885423443182,4.048255202007935e-5,104161.7876649121,1,1,8522
1975-151,56,0.13746075301528068,3.794058504382138e-5,15953.646410339956,49,1,8522
1975-152,11,0.017423822050716326,3.2439095598014726e-5,475.27085096642287,49,1,8522
1975-153,6,0.003323045790170038,3.200204813108039e-5,12749.277701000186,1,1,8522
1975-154,34,0.042151675375248936,3.645377661125693e-5,10208.497996961625,1,1,8522
1975-155,45,0.10829052279176556,3.8015586390420075e-5,26917.407923871124,29,1,8522
1975-156,72,0.2613349216476885,3.887118090647594e-5,19102.493903726365,29,1,8522
1975-157,22,0.06399238540030375,3.456858407079646e-5,3203.547514131334,49,1,8522
1975-158,74,0.38423836184531945,3.948667324777888e-5,24017.498706261074,29,1,8522
1975-159,15,0.004271449547781091,3.173494970010473e-5,2193.8551020842065,1,1,8522
1975-160,33,0.05843032350475735,3.600489666594657e-5,8729.299445413559,29,1,8522
1975-161,52,0.10167568953411889,3.85594200663222e-5,14857.645859176968,1,1,8522
1975-162,3,1.9154370227977314e-5,2.374789237455176e-5,8520,92,1,8522
1975-163,40,0.11943485128704685,3.458532198934772e-5,5842.742678356648,89,1,8522
1975-164,60,0.15971482204018833,3.772588372882635e-5,19841.8233385488,29,1,8522
1975-165,19,0.027602741299604897,3.5018910211514215e-5,3989.128089966259,29,1,8522
1975-166,84,0.3225234311413478,3.885758694385079e-5,46122.91326517189,49,1,8522
1975-167,22,0.04697573282794758,3.458532198934772e-5,3189.1598294305345,19,1,8522
1975-168,8,0.003140001295953796,3.16987352204647e-5,1111.9815196116099,1,1,8522
1975-169,48,0.07590910249494089,3.8500038500038505e-5,41697.164826287786,1,1,8522
1975-170,46,0.2084519848292232,3.7470023980815345e-5,12541.781072341617,29,1,8522
1975-171,58,0.22348215116341247,3.9050296782255544e-5,26675.10247477854,29,1,8522
1975-172,36,0.12225991674914924,3.649635036496351e-5,4693.509536411406,29,1,8522
1975-173,143,0.2609006148990032,3.9328273095528376e-5,111980.16083666951,5,1,8522
1975-174,54,0.10249394090147121,3.4776560598156845e-5,2728.7001284962553,5,1,8522
1975-175,57,0.11801453725280672,3.559732308130429e-5,6029.329212794948,5,1,8522
1975-176,91,0.18650519476302255,3.749250149970006e-5,21541.824298315074,5,1,8522
1975-177,46,0.10326207888491802,3.612847284945266e-5,6734.9501140180555,5,1,8522
1975-178,71,0.20369116269016732,3.591567000682398e-5,16567.35396699607,89,1,8522
1975-179,25,0.007178418962466691,3.282132072994617e-5,11882.354401221315,90,1,8522
1975-180,51,0.16638264328167235,3.664345914254305e-5,12921.209666295337,89,1,8522
1975-181,157,0.44895823829930936,4.187780057791365e-5,185188.0954137605,29,1,8522
1975-182,63,0.1505516279042007,3.495647918341664e-5,6488.603173116587,89,1,8522
1975-183,45,0.06536716670309677,3.754599384245701e-5,33274.57839386571,16,1,8522
1976-001,12,0.016915659536180655,3.189792663476874e-5,958.1641007186487,19,1,8522
1976-002,4,0.005325978515034403,2.9549954197570995e-5,50.08845973895292,19,1,8522
1976-003,5,0.008463447156051856,2.9936534546760865e-5,1924.903894594208,20,1,8522
1976-004,5,0.0020588336785235424,2.997871511227029e-5,319.18083101043715,1,1,8522
1976-005,6,0.0033740490842764544,2.9223530786989683e-5,11.990404484184328,19,1,8522
1976-006,1,1.4096583175014118e-4,2.676874481355569e-5,0,503,1,8522
1976-007,2,0.0011456135574841337,2.8451120974166383e-5,50.86067151331377,5,1,8522
1976-008,4,0.0010655039732042765,2.9018310553959548e-5,137.2137624299996,1,1,8522
1976-009,2,0.012400824477309867,3.127736769673464e-5,0,5,1,8522
1976-010,6,2.3005630391463873e-4,2.5819777949909632e-5,11326.04119686819,101,1,8522
1976-011,6,0.011035143114293695,3.154574132492113e-5,80.29424997174984,49,1,8522
1976-012,1,0.0011587926174527953,2.8042624789680313e-5,0,427,1,8522
1976-013,1,0.0018681545000882285,2.638800928857927e-5,0,574,1,8522
1976-014,15,0.026395241768164688,3.4786238564024074e-5,2636.6308643487478,29,1,8522
1976-015,18,0.02988044308315956,3.3852403520649966e-5,3385.3737029641925,49,1,8522
1976-016,64,0.09599515326834529,3.7703125589111344e-5,38044.49340427015,49,1,8522
1976-017,4,0.003384742037517022,3.027092477675193e-5,146.70423036575906,49,1,8522
1976-018,5,0.005624187855060169,2.9550827423167847e-5,50.33845973895292,19,1,8522
1976-019,12,0.023934761236003153,3.303819215012555e-5,639.4160879914419,5,1,8522
1976-020,64,0.06264718800926276,3.8043064749296204e-5,56578.171493333066,1,1,8522
1976-021,2,5.5209464952770586e-5,2.4096966191956433e-5,0,207,1,8522
1976-022,4,0.01022738093814127,3.187962254526906e-5,382.2850451938296,29,1,8522
1976-023,24,0.16992472038069725,3.5061884225658285e-5,341.40563035814324,29,1,8522
1976-024,18,0.03539167754541407,3.3613445378151255e-5,795.392331590962,29,1,8522
1976-025,128,0.3959735044525581,4.0988646145017836e-5,93669.01462180531,29,1,8522
1976-026,18,0.008179125090339127,3.328783995206551e-5,2337.5221253417617,1,1,8522
1976-027,10,0.03221915143854932,3.26594598125347e-5,713.4276958033074,89,1,8522
1976-028,121,0.26939612276227126,4.099872903939978e-5,110210.45645652436,29,1,8522
1976-029,73,0.15471589667114788,4.029658284977434e-5,66817.54849957683,49,1,8522
1976-030,5,0.007885915530085469,3.102795618852586e-5,56.12514279366968,1,1,8522
1976-031,10,0.0016097313556334076,3.07181913128955e-5,5057.9568999291605,1,1,8522
1976-032,8,0.002128150206603437,2.9213286202564926e-5,584.345389197161,112,1,8522
1976-033,39,0.04239439385538214,3.576282097131822e-5,12266.331575019916,15,1,8522
1976-034,40,0.10862741048949853,3.587830080367394e-5,23011.773798283466,89,1,8522
1976-035,16,0.020028635943386493,3.521622763769545e-5,15028.979374584444,13,1,8522
1976-036,1,5.814161527800084e-4,2.689184101543592e-5,0,445,1,8522
1976-037,1,0.0037407862270812066,2.8402635764598956e-5,0,424,1,8522
1976-038,6,8.627728900504893e-4,2.880184331797235e-5,797.6922714498178,109,1,8522
1976-039,9,0.02790433383422853,3.2288269671628296e-5,1235.8961057670388,89,1,8522
1976-040,23,0.01398992413678093,3.411339291805963e-5,8540.32418219809,54,1,8522
1976-041,37,0.011260374725193386,3.5299516396625366e-5,20589.208264029585,16,1,8522
1976-042,25,0.0522972404238992,3.336781340718743e-5,1286.039000246007,5,1,8522
1976-043,3,0.010216826323608123,3.061849357011635e-5,4.200011814844907,29,1,8522
1976-044,18,0.003459342474240024,3.176115610608226e-5,5157.055316860315,36,1,8522
1976-045,28,0.06009738597140404,3.5198873636043646e-5,7325.6509743891575,49,1,8522
1976-046,7,0.0037290937290602824,3.113325031133251e-5,10437.347406632494,44,1,8522
1976-047,55,0.2768077852955252,3.87086784857165e-5,22719.848039506895,29,1,8522
1976-048,11,0.0034126491500305117,3.075219878221293e-5,494.4808853413534,16,1,8522
1976-049,19,0.05321452680205707,3.586414661263135e-5,4495.07513545979,49,1,8522
1976-050,12,0.012615877307746968,3.196113525952442e-5,198.31513652761217,25,1,8522
1976-051,4,0.0028357053278200055,3.055954527396632e-5,66.90560936416091,1,1,8522
1976-052,8,0.028432752138260364,3.322590291391169e-5,380.53556999720064,29,1,8522
1976-053,42,0.04659980387020269,3.8381822368926074e-5,34164.05569082422,1,1,8522
1976-054,23,0.05942782030284715,3.6120642947444464e-5,9439.715853273428,1,1,8522
1976-055,25,0.02217079749069368,3.626604772611881e-5,11045.296636760087,1,1,8522
1976-056,16,0.0038558895502844195,3.21853878339234e-5,4478.3108060743225,1,1,8522
1976-057,2,0.002098231984307807,2.917408174577705e-5,27.895308165863756,15,1,8522
1976-058,1,9.828694003346589e-5,2.5046335721084003e-5,0,505,1,8522
1976-059,47,0.10701580875842101,3.6386129607393665e-5,8444.771103226489,25,1,8522
1976-060,58,0.1812170290086436,3.819855609457963e-5,35486.717908260674,29,1,8522
1976-061,60,0.1654703611928585,3.7696019300361886e-5,9340.359001628312,29,1,8522
1976-062,9,0.001662487461242064,2.9987705040933217e-5,81.57636393500478,90,1,8522
1976-063,24,0.054218435401714025,3.474876641879213e-5,2981.166850926144,25,1,8522
1976-064,52,0.03690365327228247,3.6067229315443986e-5,30559.82328264208,15,1,8522
1976-065,28,0.02495067623988014,3.430414050975953e-5,6256.6309449350865,36,1,8522
1976-066,12,0.03350161353209797,3.255738238645613e-5,89.97412943486063,49,1,8522
1976-067,26,0.09145541273954408,3.539697709815582e-5,751.2476061869789,29,1,8522
1976-068,2,0.002547416506445902,2.9184298847220198e-5,57.909691062903505,29,1,8522
1976-069,3,0.003617847692496251,2.9200490568241545e-5,70.4881766161612,29,1,8522
1976-070,47,0.1150570736928313,3.814609956131986e-5,15989.668277374123,29,1,8522
1976-071,66,0.14403358788613468,3.6820206929562945e-5,12494.432015659018,5,1,8522
1976-073,20,0.03986518491444854,3.621482634990765e-5,6404.198896532408,5,1,8522
1976-074,80,0.23263602678726064,3.821169277799006e-5,25283.026361030563,5,1,8522
1976-075,20,0.01228919368993249,3.476930565696603e-5,6408.276658605279,1,1,8522
1976-076,34,0.02170645166374765,3.579354284487078e-5,7062.635986535716,1,1,8522
1976-077,48,0.12332332122631501,3.7510784350500766e-5,17399.963345242068,49,1,8522
1976-078,50,0.027075474286012827,3.668916935720575e-5,22683.98005380425,39,1,8522
1976-080,18,0.010403067390129715,3.1867431485022305e-5,2222.0119474298876,15,1,8522
1976-081,48,0.05209543876183922,3.599193780593147e-5,23475.751579804237,19,1,8522
1976-082,20,0.0042797083055521766,3.175510463306976e-5,2275.255073774572,115,1,8522
1976-083,1,7.89272780801321e-4,2.8311769202457463e-5,0,425,1,8522
1976-084,15,0.005940350716827412,3.209036647198511e-5,1144.5722993062786,115,1,8522
1976-085,97,0.2805680498961593,4.018000642880103e-5,62842.253798268255,49,1,8522
1976-086,2,0.007710481913068523,3.192848020434228e-5,9.682765106026595,29,1,8522
1976-087,2,0.0024669055979762338,2.8149190710767068e-5,0,5,1,8522
1976-088,49,0.20587225588140137,3.752204420096807e-5,9877.2068572128,29,1,8522
1976-089,5,6.112714012165047e-4,2.8507896687382406e-5,9.766512376915834,1,1,8522
1976-090,10,0.00325800465933281,3.1397174254317116e-5,21806.6208346424,129,1,8522
1976-091,38,0.09085869171358248,3.531946455691732e-5,5295.130719679879,29,1,8522
1976-092,46,0.11762289748120623,3.675524681148234e-5,18873.586815014445,29,1,8522
1976-093,46,0.11087450527520896,3.6666300003666634e-5,11667.48879596164,49,1,8522
1976-094,29,0.04911449307387417,3.639142617999199e-5,11972.286426661914,14,1,8522
1976-095,21,0.031792810442294095,3.37006706433458e-5,4089.4459660195507,5,1,8522
1976-096,41,0.2599068831293743,3.5848718408316905e-5,2129.2488141012514,29,1,8522
1976-097,7,0.019722935616135497,3.3890263327346056e-5,180.52319411603497,1,1,8522
1976-098,17,0.0414184582892979,3.449822334149791e-5,750.1947176081858,49,1,8522
1976-099,28,0.07962993669928072,3.660858105139845e-5,20523.27826390102,29,1,8522
1976-100,27,0.05516024813652395,3.477535123104743e-5,4042.9708635973343,5,1,8522
1976-102,7,0.0175207460193617,3.326901324106727e-5,114.57613098576505,29,1,8522
1976-103,3,0.0033242839785886102,2.9395337899409156e-5,23.72423280731006,29,1,8522
1976-104,1,1.2578288932962664e-5,2.2898490989443794e-5,0,426,1,8522
1976-105,13,0.01320279161385185,3.134108502836369e-5,597.7209530252213,49,1,8522
1976-106,31,0.07659567913003457,3.420089606347687e-5,2013.4628396677751,5,1,8522
1976-107,4,0.005530773211543586,3.094442381482857e-5,11895.512938939826,24,1,8522
1976-108,94,0.4342577977757999,3.9226454320793944e-5,66168.6140103733,29,1,8522
1976-109,33,0.0415565740716623,3.6141530232390037e-5,30171.17635705781,29,1,8522
1976-110,38,0.18534500511313903,3.5916959988506575e-5,9518.921604087263,29,1,8522
1976-111,3,0.009297620029973397,3.221857078420002e-5,50.1523895561893,1,1,8522
1976-112,90,0.10231482560134739,3.901068892876648e-5,74167.81909079451,1,1,8522
1976-113,15,0.03044801800971941,3.397431541754434e-5,996.5302791344673,29,1,8522
1976-114,44,0.0609996774537415,3.5102499297950014e-5,14132.01110806277,25,1,8522
1976-115,34,0.05510589859038472,3.637951105937136e-5,9437.875636852434,29,1,8522
1976-116,24,0.045268272680717425,3.602565026298724e-5,5765.708816715181,29,1,8522
1976-117,107,0.4481803686665489,4.0553144896386715e-5,59983.97091748154,29,1,8522
1976-118,18,0.01164173509278127,3.354128932716174e-5,1869.701655010626,1,1,8522
1976-119,19,0.00936222974527532,3.38845215505557e-5,4811.654108322327,1,1,8522
1976-120,15,0.00779227455692522,3.206772703950744e-5,28125.816011069935,45,1,8522
1976-121,15,0.05546001182979038,3.374388392103931e-5,934.6041213038301,29,1,8522
1976-122,28,0.07401370626419597,3.53869563678828e-5,12720.917720775105,89,1,8522
1976-123,21,0.058953110110893936,3.432533553015481e-5,1939.3920738467784,5,1,8522
1976-124,52,0.0388697317776788,3.644049267546097e-5,30832.922245585607,21,1,8522
1976-125,13,0.0017892577413175356,2.963841138114997e-5,2551.5603697348506,37,1,8522
1976-126,68,0.3461179658803712,3.87131740931439e-5,15404.743859660115,29,1,8522
1976-127,49,0.04050309090694332,3.851486673856108e-5,67106.90944342891,16,1,8522
1976-128,17,0.09747860337839837,3.4560221185415586e-5,845.8616839277233,29,1,8522
1976-129,32,0.04535100214491847,3.600878614381909e-5,17736.540487025115,49,1,8522
1976-130,23,0.0825195063509333,3.518525034305619e-5,2906.0371150966257,49,1,8522
1976-131,46,0.1712189518110334,3.7334328915437745e-5,6699.576828005411,49,1,8522
1976-132,11,0.004115191329950775,3.2388663967611336e-5,2207.0506757074445,1,1,8522
1976-133,28,0.08134859386604268,3.626867836936022e-5,2034.7771965428649,29,1,8522
1976-134,19,0.0123846662723469,3.158759239370775e-5,655.5330637293696,19,1,8522
1976-135,5,2.6339401498778925e-5,2.3234200743494423e-5,509.2793379249756,176,1,8522
1976-136,16,0.054750120121582195,3.4560221185415586e-5,3080.464762485502,29,1,8522
1976-137,9,0.011288285577824884,3.3641715727502105e-5,2158.431623692239,1,1,8522
1976-138,39,0.06457268778546597,3.684598378776713e-5,28684.71257040387,1,1,8522
1976-139,25,0.05166485798919275,3.340348064268297e-5,1645.431358380649,5,1,8522
1976-140,27,0.01844814046000289,3.331889514543698e-5,5703.574651260811,19,1,8522
1976-141,41,0.031749888810620706,3.528208023145045e-5,11658.548517841666,19,1,8522
1976-142,18,0.045801825322751316,3.552019322985117e-5,4293.099421842956,29,1,8522
1976-143,8,0.026077833807033577,3.43500961802693e-5,1159.6915176923735,49,1,8522
1976-144,59,0.11229124576510292,3.7334328915437745e-5,20296.651415509423,5,1,8522
1976-145,34,0.10690384368665871,3.581533612692955e-5,6734.087923535128,5,1,8522
1976-146,21,0.0017127073235493444,3.102218085931441e-5,11168.207790880544,11,1,8522
1976-147,29,0.05986543577726454,3.5746201966041106e-5,11141.041833551417,49,1,8522
1976-148,11,0.0026729145795647146,3.189690918949954e-5,2873.831786841818,1,1,8522
1976-149,53,0.09058337692277028,3.7245335021788516e-5,23945.424768189427,15,1,8522
1976-150,38,0.021401708215116708,3.528706023501182e-5,13697.727857804475,1,1,8522
1976-151,16,0.012898432687016946,3.3306687982946975e-5,5116.85626744947,1,1,8522
1976-152,12,0.008967003810844065,3.2498131357446946e-5,3832.269750516975,1,1,8522
1976-153,36,0.024773158710256545,3.633852974308659e-5,23044.016503612806,1,1,8522
1976-154,34,0.13112927571201496,3.741394791978449e-5,8810.753143210342,29,1,8522
1976-155,63,0.2976459055546759,3.928038337654175e-5,22786.902360366803,29,1,8522
1976-156,36,0.04312825748830362,3.6175523640704696e-5,15216.376126964005,25,1,8522
1976-157,10,0.050078214618712355,3.4275921165381325e-5,589.7596577237101,29,1,8522
1976-158,4,0.009127974515676048,3.1598571744557146e-5,52.09522464796187,29,1,8522
1976-159,73,0.21908583222194136,3.4466119804232444e-5,5174.208843225206,89,1,8522
1976-160,14,0.005146234182568389,3.2799790081343484e-5,3245.61115852149,1,1,8522
1976-161,49,0.05006821937807208,3.801269624054434e-5,38217.54485070583,16,1,8522
1976-162,133,0.26985134883499245,4.03437285673942e-5,117367.45295311495,5,1,8522
1976-163,44,0.15415972472992065,3.687179676265624e-5,8720.163532337672,49,1,8522
1976-164,3,6.28146348881999e-5,2.504947270859948e-5,167.9723038639218,129,1,8522
1976-165,16,0.0041461070242466746,3.112937367700162e-5,2292.942166894892,115,1,8522
1976-166,46,0.04702230709051282,3.7460198539052254e-5,50372.05151226163,7,1,8522
1976-167,33,0.08687472687430224,3.416467372736591e-5,1091.7254520273711,60,1,8522
1976-171,50,0.10051959318706075,3.806623524933384e-5,13397.103273601355,29,1,8522
1976-172,18,0.032005935222513146,3.4259481311452945e-5,683.7090253249015,1,1,8522
1976-173,39,0.051968527945290166,3.747142803612246e-5,20084.13012319409,1,1,8522
1976-174,82,0.3245062079018261,3.853119099911378e-5,44370.66192502019,29,1,8522
1976-175,37,0.08543570739593291,3.70137320946071e-5,9117.47583128887,29,1,8522
1976-176,92,0.35989182070668185,4.1125185063332785e-5,89728.86859910197,29,1,8522
1976-177,30,0.07739848096288668,3.6146755828664375e-5,25605.557900246593,1,1,8522
1976-178,61,0.12967438813939494,3.619123448300822e-5,8956.961858756475,5,1,8522
1976-179,25,0.023282772318911744,3.454231433506045e-5,24848.050069217814,29,1,8522
1976-180,4,0.013028257448841977,3.183699458771092e-5,0,29,1,8522
1976-181,3,0.010951611970754848,3.1654585166661395e-5,0,29,1,8522
1976-182,11,0.0070258681463439285,3.093580819798917e-5,1163.971286614024,19,1,8522
1976-183,14,0.008817549505101474,3.1806615776081425e-5,1318.934685630705,19,1,8522
1977-001,2,2.2127380254218252e-4,2.6328260755094518e-5,173.03429248042588,152,1,8522
1977-002,5,0.01006200882883279,3.1603564882118704e-5,54.514190615898336,29,1,8522
1977-003,2,0.003026144198563739,2.8867526918968852e-5,8520,428,1,8522
1977-004,10,0.012751279134369301,3.356943838329585e-5,7338.166041216892,29,1,8522
1977-005,7,0.003916032178999393,3.0256270612084356e-5,1101.1058916414363,124,1,8522
1977-006,14,0.019820619991024826,3.361118580263512e-5,7441.525002156858,1,1,8522
1977-007,29,0.07057714484744759,3.4628436872359585e-5,3142.8315115835817,29,1,8522
1977-008,4,0.012103720936092993,3.192949966474025e-5,165.3510714326558,1,1,8522
1977-009,7,3.134199710657983e-4,2.69461884616421e-5,529.008807498021,64,1,8522
1977-011,9,0.019091940414956796,3.2769694586446455e-5,906.8747003827744,29,1,8522
1977-012,46,0.1155328020915692,3.491498201878426e-5,6831.86521827827,89,1,8522
1977-013,15,0.02923984444016876,3.240650722665111e-5,1398.6760765305958,60,1,8522
1977-014,19,0.03113163597116658,3.5238565085629714e-5,3246.08276324467,1,1,8522
1977-015,1,0.0011242384583788508,2.873067861862897e-5,0,430,1,8522
1977-016,44,0.08062233028865014,3.8460059228491206e-5,59849.28956441612,49,1,8522
1977-017,13,0.004190772963709996,3.266159323251788e-5,7253.871059032706,1,1,8522
1977-018,38,0.08918873824467548,3.442814845417614e-5,2337.3178246276284,5,1,8522
1977-019,1,9.925278606390779e-5,2.4488196689195808e-5,0,431,1,8522
1977-020,5,0.006490999596563869,3.0500823522235098e-5,378.6261700770332,5,1,8522
1977-021,19,0.06136087990397029,3.435717721432007e-5,1033.145876379623,29,1,8522
1977-022,35,0.05521990843023364,3.635702599527359e-5,43109.46877319119,20,1,8522
1977-023,25,0.02494288492606583,3.6091962319991336e-5,10599.460545407299,1,1,8522
1977-024,24,0.015860602861642953,3.5374438430789914e-5,14881.572642212363,16,1,8522
1977-025,6,0.01411976972235561,3.0190502068049387e-5,638.5672963872405,5,1,8522
1977-026,27,0.0045201774383108505,3.235931786557939e-5,7833.93261620394,36,1,8522
1977-028,38,0.05303154057788619,3.6324010170722845e-5,10010.63132755037,5,1,8522
1977-029,72,0.2926409062479094,3.916193459956922e-5,21863.441758790934,29,1,8522
1977-030,33,0.0155254060101725,3.4858995363753616e-5,16315.69402652353,87,1,8522
1977-031,2,4.2678706037838814e-4,2.6729391639046295e-5,337.29788042615405,67,1,8522
1977-032,22,0.016136208368506037,3.2498131357446946e-5,1077.2622003032734,15,1,8522
1977-033,14,0.003548954546640579,3.0308540946838818e-5,2616.9591128399193,15,1,8522
1977-034,37,0.046016943333377754,3.598805196674704e-5,18032.475006502045,19,1,8522
1977-035,14,0.0010340385953195809,3.0067049520430564e-5,9323.784527970114,6,1,8522
1977-036,3,7.151800685715671e-4,2.753000770840216e-5,6.134401948794148,1,1,8522
1977-037,41,0.08518533264787657,3.737200089692802e-5,10120.45507424828,49,1,8522
1977-038,75,0.040643317346499126,3.867723844517501e-5,117822.20584244811,1,1,8522
1977-039,3,2.004853382635749e-4,2.6775912389214663e-5,192.60602785187967,70,1,8522
1977-040,17,0.04382265424952649,3.4054146092286736e-5,1896.0921623141721,29,1,8522
1977-041,33,0.020796862126324936,3.5725768997177664e-5,16603.021874227565,1,1,8522
1977-042,8,4.298002094231721e-4,2.793140048042009e-5,1304.8213606639379,64,1,8522
1977-043,9,0.0018066787510559591,3.0089667208280676e-5,533.027688098138,36,1,8522
1977-044,21,0.06617051302795066,3.5603660056253786e-5,1851.1072672422924,49,1,8522
1977-045,38,0.046588887132752964,3.600100802822479e-5,17035.85097632711,25,1,8522
1977-047,33,0.020453028224072384,3.5530289571860014e-5,10606.580308281114,39,1,8522
1977-048,25,0.008868902627950296,3.309285856112251e-5,2428.029420377743,115,1,8522
1977-049,5,0.025506648572349005,3.254890472935586e-5,25.569793950631837,29,1,8522
1977-050,19,0.06063531781368993,3.458771444382955e-5,2030.4527560879615,49,1,8522
1977-051,60,0.12885759279225065,3.906860446944835e-5,28640.854495060514,49,1,8522
1977-052,30,0.08744999840142527,3.5696437495537944e-5,7154.383388419896,89,1,8522
1977-053,25,0.07840559246404238,3.620958105514719e-5,10490.495382341313,29,1,8522
1977-054,44,0.026082623477453104,3.5454706612302785e-5,21675.46472743982,115,1,8522
1977-055,23,0.049833730271479276,3.4271222454504955e-5,2159.85667058695,5,1,8522
1977-056,19,0.024396348697627548,3.404371212637026e-5,1213.970837231269,49,1,8522
1977-057,24,0.0184490994661259,3.515679932498946e-5,6033.151304951221,1,1,8522
1977-058,5,4.4947638006796026e-4,2.810567734682406e-5,653.9506709525897,168,1,8522
1977-059,59,0.0766847929613117,3.825262030449086e-5,45936.88982202474,16,1,8522
1977-060,24,0.021916732298530257,3.486750348675035e-5,7118.912348982841,29,1,8522
1977-061,28,0.06377921627083037,3.560999928780001e-5,8787.559116379236,5,1,8522
1977-062,24,0.01061453865535858,3.343363423604146e-5,2425.758356419338,39,1,8522
1977-063,54,0.028000454052576694,3.693853427895981e-5,75225.98285636316,1,1,8522
1977-064,3,0.007022936154274778,3.055581018730712e-5,19.78759191352079,49,1,8522
1977-065,13,5.332187667154719e-4,2.950287653046172e-5,16731.127458747826,44,1,8522
1977-066,13,0.051239411868348426,3.538820864887819e-5,905.8986454300585,49,1,8522
1977-067,42,0.1424234630279438,3.596216779947496e-5,6448.352653824696,60,1,8522
1977-068,16,0.03315727541975387,3.4441191665231616e-05,2095.698842609209,29,1,8522
1977-069,50,0.06081895712025488,3.6701288215216355e-5,30373.73237287635,16,1,8522
1977-070,39,0.04681773214716601,3.678363863753403e-5,13341.590905296482,1,1,8522
1977-072,38,0.01744461023066478,3.4538735191517284e-5,28450.500240417754,15,1,8522
1977-073,133,0.6757855916562772,4.013163175214704e-5,58745.501990072764,29,1,8522
1977-074,43,0.19784478841772743,3.6576444769568394e-5,4521.821375675461,29,1,8522
1977-075,27,0.01853425711336823,3.460327346967023e-5,6802.582641508754,21,1,8522
1977-076,50,0.12683646717317396,3.7808612801996296e-5,22281.791865433843,49,1,8522
1977-077,1,0.0019790997626436867,2.739050645046427e-5,0,443,1,8522
1977-078,7,6.170839064167359e-4,2.8364770954474544e-5,12190.358556372938,107,1,8522
1977-079,43,0.03107136863330845,3.6904454367642175e-5,25799.735601084703,1,1,8522
1977-080,22,0.020599322387164654,3.4475625732607044e-5,7224.5217078735805,7,1,8522
1977-081,38,0.03268225633070216,3.768039489053845e-5,48996.7053840933,1,1,8522
1977-082,29,0.09180146499251543,3.4617648076989654e-5,5286.309451683098,89,1,8522
1977-083,42,0.08374556814734481,3.654436485893875e-5,8607.341464869534,29,1,8522
1977-084,41,0.01771048749977433,3.370521419663622e-5,6219.564042343451,36,1,8522
1977-085,4,3.753578400598137e-4,2.7253154552639466e-5,452.8343423356775,106,1,8522
1977-086,4,0.0020910509201396517,2.973181899268597e-5,3987.623265887945,71,1,8522
1977-087,22,0.10144046822725394,3.445305770887167e-5,1242.2383290962828,29,1,8522
1977-088,47,0.1327091507156897,3.439026067817594e-5,7437.398412636958,89,1,8522
1977-089,11,0.0070943900424193535,3.2599837000815e-5,4500.728427023585,49,1,8522
1977-090,31,0.06650385909342722,3.57398141529664e-5,10226.707887894609,15,1,8522
1977-091,6,0.014507738052596201,3.1709791983764585e-5,79.13007416584112,49,1,8522
1977-092,42,0.23358636547758085,3.727032164287578e-5,9432.462629976399,29,1,8522
1977-093,73,0.3655277491756964,3.8032936523028945e-5,21503.632179994212,29,1,8522
1977-094,18,0.036605055405345595,3.440564252537416e-5,1882.4874804022588,5,1,8522
1977-095,5,4.995569655714442e-4,2.684491691498215e-5,981.5956203471178,67,1,8522
1977-096,44,0.11879501590820742,3.4928396786587495e-5,6904.107615692369,89,1,8522
1977-097,13,0.001160959534555206,2.91468710833892e-5,1182.1035390788957,104,1,8522
1977-098,49,0.15581625513079675,3.6305547487656114e-5,25183.536383356794,89,1,8522
1977-099,30,0.04240866932545739,3.670263524921089e-5,7409.355214043678,49,1,8522
1977-100,12,0.008872046574629833,3.340906053721769e-5,9670.05343719316,74,1,8522
1977-101,20,0.005444363580138451,3.347168295621904e-5,7157.143244687715,11,1,8522
1977-102,20,0.005758607165125202,3.28709486555782e-5,11535.930428870877,1,1,8522
